"IDCREDITO","Duracao","HistoricoCredito","Proposito","Valor","Investimentos","Emprego","TempoParcelamento","EstadoCivil","FiadorTerceiros","ResidenciaDesde","Idade","OutrosFinanciamentos","Habitacao","EmprestimoExistente","Profissao","Dependentes","SocioEmpresa","Status","proposta","financiamentos","profissao","emprego","histcredito","fiador","residencia","estadocivil","investimentos"
955,12,2,4,1893,2,3,4,1,4,4,29,3,1,1,4,1,1,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","sim","proria","Solteiro","<100\\n"
956,24,1,1,1231,4,2,4,1,3,4,57,3,3,2,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","alugada","Solteiro",">=1000"
957,30,1,1,3656,1,2,4,4,3,4,49,2,1,2,3,1,0,1,"reforma","loja","nao qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
958,9,1,1,1154,2,2,2,4,3,4,37,3,1,3,3,1,0,1,"reforma","nenhum","nao qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
959,28,2,4,4006,2,3,3,4,3,2,45,3,1,1,3,1,0,0,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
961,6,1,1,1740,2,2,2,3,3,2,30,3,3,2,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","alugada","Divorciado","<100\\n"
962,21,3,4,2353,2,3,1,2,3,4,47,3,1,2,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","proria","Casado","<100\\n"
963,15,2,4,3556,1,3,3,4,3,2,29,3,1,1,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
964,24,2,1,2397,3,2,3,4,3,2,35,1,1,2,4,1,1,0,"reforma","banco","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","500<=X<1000"
915,24,5,6,3161,2,3,4,4,3,2,31,3,3,1,4,1,1,0,"abrir negocio","nenhum","qualificado","1<=X<4","todos pagos","nao","alugada","Viuvo","<100\\n"
916,48,4,9,18424,2,3,1,1,3,2,32,1,1,1,1,1,1,0,"outros","banco","altamente qualificado/empresario","1<=X<4","sem creditos/todos pagos","nao","proria","Solteiro","<100\\n"
917,10,2,5,2848,5,3,1,4,2,2,32,3,1,1,4,2,0,1,"veiculo usado","nenhum","qualificado","1<=X<4","existentes/pagos","co requerente","proria","Viuvo","100<=X<500"
918,6,2,4,14896,2,2,1,4,3,4,68,1,1,1,1,1,1,0,"veiculo novo","banco","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
919,24,2,3,2359,5,5,1,2,3,1,33,3,1,1,4,1,0,0,"moveis","nenhum","qualificado","Desempregado","existentes/pagos","nao","proria","Casado","100<=X<500"
920,24,2,3,3345,2,2,4,4,3,2,39,3,3,1,1,1,1,0,"moveis","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","alugada","Viuvo","<100\\n"
921,18,1,3,1817,2,3,4,1,3,2,28,3,1,2,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
922,48,3,1,12749,3,4,4,4,3,1,37,3,1,1,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario","4<=X<7","Atrasos anteriores","nao","proria","Viuvo","500<=X<1000"
877,18,5,1,1940,2,1,3,4,2,4,36,1,2,1,1,1,1,1,"reforma","banco","altamente qualificado/empresario","<1","todos pagos","co requerente","de graca","Viuvo","<100\\n"
878,36,2,1,3595,2,2,4,4,3,2,28,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
879,9,2,4,1422,2,1,3,4,3,2,27,3,2,1,1,1,1,0,"veiculo novo","nenhum","altamente qualificado/empresario","<1","existentes/pagos","nao","de graca","Viuvo","<100\\n"
880,30,1,1,6742,1,4,2,4,3,3,36,3,1,2,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
881,24,2,5,7814,2,4,3,4,3,3,38,3,1,1,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario","4<=X<7","existentes/pagos","nao","proria","Viuvo","<100\\n"
882,24,2,5,9277,1,3,2,2,3,4,48,3,2,1,4,1,1,1,"veiculo usado","nenhum","qualificado","1<=X<4","existentes/pagos","nao","de graca","Casado","Desconhecido\\n"
836,12,4,4,1082,2,3,4,4,3,4,48,1,1,2,4,1,0,0,"veiculo novo","banco","qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Viuvo","<100\\n"
837,12,2,1,886,1,3,4,1,3,2,21,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
838,4,2,3,601,2,1,1,1,3,3,23,3,3,1,3,2,0,1,"moveis","nenhum","nao qualificado","<1","existentes/pagos","nao","alugada","Solteiro","<100\\n"
839,24,1,5,2957,2,2,4,4,3,4,63,3,1,2,4,1,1,1,"veiculo usado","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
840,24,1,1,2611,2,2,4,3,2,3,46,3,1,2,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","co requerente","proria","Divorciado","<100\\n"
841,36,2,3,5179,2,4,4,4,3,2,29,3,1,1,4,1,0,0,"moveis","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","<100\\n"
887,24,1,6,2825,1,4,4,4,3,3,34,3,1,2,4,2,1,1,"abrir negocio","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
199,24,2,5,2760,1,NULL,4,4,3,4,36,1,NULL,1,4,1,1,1,"veiculo usado","banco","qualificado",NULL,"existentes/pagos","nao",NULL,"Viuvo","Desconhecido\\n"
945,15,2,3,1845,2,1,4,1,4,1,46,3,NULL,1,4,1,0,1,"moveis","nenhum","qualificado","<1","existentes/pagos","sim",NULL,"Solteiro","<100\\n"
356,24,2,4,1246,2,1,4,4,3,2,23,2,NULL,1,3,1,0,0,"veiculo novo","loja","nao qualificado","<1","existentes/pagos","nao",NULL,"Viuvo","<100\\n"
396,39,3,2,11760,5,4,2,4,3,3,32,3,NULL,1,4,1,1,1,"educacao","nenhum","qualificado","4<=X<7","Atrasos anteriores","nao",NULL,"Viuvo","100<=X<500"
745,39,1,3,14179,1,4,4,4,3,4,30,3,NULL,2,1,1,1,1,"moveis","nenhum","altamente qualificado/empresario","4<=X<7","Critico-outros creditos","nao",NULL,"Viuvo","Desconhecido\\n"
750,15,2,5,3029,2,4,2,4,3,2,33,3,NULL,1,4,1,0,1,"veiculo usado","nenhum","qualificado","4<=X<7","existentes/pagos","nao",NULL,"Viuvo","<100\\n"
924,12,2,4,2002,2,4,3,4,3,4,30,3,3,1,4,2,1,1,"veiculo novo","nenhum","qualificado","4<=X<7","existentes/pagos","nao","alugada","Viuvo","<100\\n"
925,24,5,3,6872,2,1,2,2,3,1,55,1,1,1,4,1,1,0,"moveis","banco","qualificado","<1","todos pagos","nao","proria","Casado","<100\\n"
926,12,5,4,697,2,1,4,4,3,2,46,1,1,2,4,1,1,0,"veiculo novo","banco","qualificado","<1","todos pagos","nao","proria","Viuvo","<100\\n"
927,18,1,3,1049,2,1,4,1,3,4,21,3,3,1,4,1,0,1,"moveis","nenhum","qualificado","<1","Critico-outros creditos","nao","alugada","Solteiro","<100\\n"
928,48,2,5,10297,2,4,4,4,3,4,39,2,2,3,4,2,1,0,"veiculo usado","loja","qualificado","4<=X<7","existentes/pagos","nao","de graca","Viuvo","<100\\n"
929,30,2,1,1867,1,2,4,4,3,4,58,3,1,1,4,1,1,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
930,12,3,4,1344,2,3,4,4,3,2,43,3,1,2,3,2,0,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
931,24,2,3,1747,2,1,4,4,2,1,24,3,1,1,3,1,0,1,"moveis","nenhum","nao qualificado","<1","existentes/pagos","co requerente","proria","Viuvo","<100\\n"
932,9,2,1,1670,2,1,4,1,3,2,22,3,1,1,4,1,1,0,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
933,9,1,4,1224,2,3,3,4,3,1,30,3,1,2,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
934,12,1,1,522,3,2,4,4,3,4,42,3,1,2,4,2,1,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","500<=X<1000"
935,12,2,1,1498,2,3,4,1,3,1,23,1,1,1,4,1,0,1,"reforma","banco","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
936,30,3,1,1919,5,1,4,4,3,3,30,2,1,2,1,1,0,0,"reforma","loja","altamente qualificado/empresario","<1","Atrasos anteriores","nao","proria","Viuvo","100<=X<500"
965,6,2,8,454,2,1,3,3,3,1,22,3,1,1,3,1,0,1,"reforma casa","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Divorciado","<100\\n"
966,30,2,1,1715,1,3,4,1,3,1,26,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
967,27,1,1,2520,3,3,4,4,3,2,23,3,1,2,3,1,0,0,"reforma","nenhum","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","500<=X<1000"
968,15,2,1,3568,2,2,4,1,3,2,54,1,3,1,1,1,1,1,"reforma","banco","altamente qualificado/empresario",">=7","existentes/pagos","nao","alugada","Solteiro","<100\\n"
969,42,2,1,7166,1,4,2,3,3,4,29,3,3,1,4,1,1,1,"reforma","nenhum","qualificado","4<=X<7","existentes/pagos","nao","alugada","Divorciado","Desconhecido\\n"
970,11,1,4,3939,2,3,1,4,3,2,40,3,1,2,3,2,0,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
971,15,2,8,1514,5,3,4,4,4,2,22,3,1,1,4,1,0,1,"reforma casa","nenhum","qualificado","1<=X<4","existentes/pagos","sim","proria","Viuvo","100<=X<500"
972,24,2,4,7393,2,3,1,4,3,4,43,3,1,1,3,2,0,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
973,24,5,4,1193,2,5,1,1,2,4,29,3,3,2,2,1,0,0,"veiculo novo","nenhum","desempregado","Desempregado","todos pagos","co requerente","alugada","Solteiro","<100\\n"
56,6,5,4,783,1,NULL,1,4,4,2,26,2,1,1,3,2,0,1,"veiculo novo","loja","nao qualificado",NULL,"todos pagos","sim","proria","Viuvo","Desconhecido\\n"
270,24,2,1,999,1,NULL,4,4,3,2,25,3,1,2,4,1,0,1,"reforma","nenhum","qualificado",NULL,"existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
896,36,3,5,8947,1,NULL,3,4,3,2,31,2,1,1,1,2,1,1,"veiculo usado","loja","altamente qualificado/empresario",NULL,"Atrasos anteriores","nao","proria","Viuvo","Desconhecido\\n"
974,60,2,6,7297,2,2,4,4,2,4,36,3,3,1,4,1,0,0,"abrir negocio","nenhum","qualificado",">=7","existentes/pagos","co requerente","alugada","Viuvo","<100\\n"
975,30,1,1,2831,2,3,4,1,3,2,33,3,1,1,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
977,6,2,1,753,2,3,2,1,4,3,64,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","sim","proria","Solteiro","<100\\n"
978,18,3,6,2427,1,2,4,4,3,2,42,3,1,2,4,1,0,1,"abrir negocio","nenhum","qualificado",">=7","Atrasos anteriores","nao","proria","Viuvo","Desconhecido\\n"
979,24,3,4,2538,2,2,4,4,3,4,47,3,1,2,3,2,0,0,"veiculo novo","nenhum","nao qualificado",">=7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
980,15,5,4,1264,5,3,2,3,3,2,25,3,3,1,4,1,0,0,"veiculo novo","nenhum","qualificado","1<=X<4","todos pagos","nao","alugada","Divorciado","100<=X<500"
981,30,1,3,8386,2,4,2,4,3,2,49,3,1,1,4,1,0,0,"moveis","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
982,48,2,6,4844,2,5,3,4,3,2,33,1,3,1,1,1,1,0,"abrir negocio","banco","altamente qualificado/empresario","Desempregado","existentes/pagos","nao","alugada","Viuvo","<100\\n"
983,21,2,4,2923,5,3,1,1,3,1,28,1,1,1,1,1,1,1,"veiculo novo","banco","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao","proria","Solteiro","100<=X<500"
984,36,2,5,8229,2,3,2,4,3,2,26,3,1,1,4,2,0,0,"veiculo usado","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
985,24,1,3,2028,2,4,2,4,3,2,30,3,1,2,3,1,0,1,"moveis","nenhum","nao qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
986,15,1,3,1433,2,3,4,1,3,3,25,3,3,2,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","alugada","Solteiro","<100\\n"
987,42,4,6,6289,2,1,2,2,3,1,33,3,1,2,4,1,0,1,"abrir negocio","nenhum","qualificado","<1","sem creditos/todos pagos","nao","proria","Casado","<100\\n"
988,13,2,1,1409,5,5,2,1,3,4,64,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","Desempregado","existentes/pagos","nao","proria","Solteiro","100<=X<500"
989,24,2,5,6579,2,5,4,4,3,2,29,3,2,1,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario","Desempregado","existentes/pagos","nao","de graca","Viuvo","<100\\n"
990,24,1,1,1743,2,2,4,4,3,2,48,3,1,2,3,1,0,1,"reforma","nenhum","nao qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
991,12,1,2,3565,1,1,2,4,3,1,37,3,1,2,3,2,0,1,"educacao","nenhum","nao qualificado","<1","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
992,15,5,1,1569,5,2,4,4,3,4,34,1,1,1,3,2,0,1,"reforma","banco","nao qualificado",">=7","todos pagos","nao","proria","Viuvo","100<=X<500"
993,18,2,1,1936,1,4,2,3,3,4,23,3,3,2,3,1,0,1,"reforma","nenhum","nao qualificado","4<=X<7","existentes/pagos","nao","alugada","Divorciado","Desconhecido\\n"
994,36,2,3,3959,2,5,4,4,3,3,30,3,1,1,1,1,1,1,"moveis","nenhum","altamente qualificado/empresario","Desempregado","existentes/pagos","nao","proria","Viuvo","<100\\n"
996,12,2,3,1736,2,4,3,1,3,4,31,3,1,1,3,1,0,1,"moveis","nenhum","nao qualificado","4<=X<7","existentes/pagos","nao","proria","Solteiro","<100\\n"
997,30,2,5,3857,2,3,4,2,3,4,40,3,1,1,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao","proria","Casado","<100\\n"
998,12,2,1,804,2,2,4,4,3,4,38,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
999,45,2,1,1845,2,3,4,4,3,4,23,3,2,1,4,1,1,0,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","de graca","Viuvo","<100\\n"
1000,45,1,5,4576,5,5,3,4,3,4,27,3,1,1,4,1,0,1,"veiculo usado","nenhum","qualificado","Desempregado","Critico-outros creditos","nao","proria","Viuvo","100<=X<500"
15,15,2,4,1403,2,3,2,1,3,NULL,28,3,3,1,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","<100\\n"
200,18,3,3,4297,2,2,4,2,3,NULL,40,3,1,1,1,1,1,0,"moveis","nenhum","altamente qualificado/empresario",">=7","Atrasos anteriores","nao","proria","Casado","<100\\n"
75,36,2,2,1977,1,2,4,4,3,NULL,40,3,1,1,1,1,1,0,"educacao","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
350,9,1,2,1136,4,2,4,4,3,NULL,32,3,2,2,4,2,0,0,"educacao","nenhum","qualificado",">=7","Critico-outros creditos","nao","de graca","Viuvo",">=1000"
650,12,2,2,684,2,3,4,4,3,NULL,40,3,3,1,3,2,0,0,"educacao","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","alugada","Viuvo","<100\\n"
